SOC2018_Code,SOC2018_Occupation_Title,Automation_Probability,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
51-8011,Nuclear Power Reactor Operators,0.95,3.12,3.88,3.75,3.25,3.88,1.12,1.0,1.0,3.0,3.5,3.0,2.0,2.0,3.0,2.75,3.88,2.75,4.0,1.38,4.0,2.88,2.0,3.25,4.0,1.38,2.75,2.88,3.0,3.25,3.12,2.88,1.38,3.38,3.0,3.5
51-8012,Power Distributors and Dispatchers,0.64,3.0,3.62,3.25,3.0,3.62,1.75,1.38,1.12,2.75,3.25,2.75,1.62,1.75,2.75,2.75,3.62,2.62,3.12,2.12,3.25,2.62,1.38,2.75,3.62,1.75,1.88,2.62,2.75,3.5,2.88,2.75,1.62,3.0,2.25,3.12
51-8013,Power Plant Operators,0.85,2.96,3.12,3.08,3.0,3.58,3.29,2.71,1.66,2.5,3.12,2.67,1.88,1.96,2.16,2.58,3.42,2.29,3.84,1.79,3.96,2.41,1.75,3.04,3.12,3.08,2.21,2.58,2.84,3.17,2.79,2.58,1.84,2.96,3.04,3.0
51-8021,Stationary Engineers and Boiler Operators,0.89,3.12,3.25,3.12,3.12,3.25,3.25,2.5,2.12,2.75,3.12,2.12,1.5,1.88,2.38,2.12,3.12,2.38,3.38,1.62,4.0,2.5,1.38,3.12,3.12,3.25,2.25,2.12,2.75,3.0,2.62,2.88,1.5,3.0,3.25,2.88
51-8031,Water and Wastewater Treatment Plant and System Operators,0.61,2.75,3.12,3.0,3.0,3.0,3.12,2.62,1.12,2.75,3.0,2.75,1.62,2.0,2.0,2.88,3.62,2.0,4.0,1.62,3.88,2.0,1.62,3.12,3.0,3.12,2.62,2.5,2.75,3.12,2.88,2.88,1.5,3.0,3.12,2.75
51-8091,Chemical Plant and System Operators,0.85,3.25,3.38,3.25,2.88,3.5,2.75,2.12,1.0,2.62,3.25,2.88,1.88,1.88,2.75,2.62,3.62,2.25,4.0,2.12,4.12,2.38,1.75,3.62,3.25,2.75,2.88,2.5,2.62,3.12,2.62,2.88,1.0,3.25,2.88,3.0
51-8092,Gas Plant Operators,0.78,2.88,3.0,3.0,3.0,3.5,2.88,2.25,1.0,2.75,3.25,2.75,2.0,2.0,2.75,2.88,3.62,2.5,3.75,1.88,4.12,2.62,1.62,3.25,3.12,2.88,2.0,2.25,2.88,3.0,2.75,2.62,1.88,3.0,3.0,3.0
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.71,3.0,3.0,3.12,2.88,3.0,2.88,2.5,1.0,2.62,3.0,2.88,1.88,1.88,2.5,2.62,3.62,2.25,3.75,1.88,4.0,2.12,1.88,2.88,3.5,2.62,2.0,2.25,2.88,3.12,2.75,2.5,1.5,3.0,2.88,3.0
51-8099,"Plant and System Operators, All Other",0.86,2.88,3.25,2.88,3.12,3.12,3.25,2.5,1.5,3.0,2.88,2.5,1.75,2.25,2.5,2.88,3.38,2.88,3.75,1.12,3.88,2.88,1.62,3.38,3.5,3.0,2.88,3.0,3.12,3.25,2.88,2.88,1.5,2.88,3.0,3.12
51-9011,Chemical Equipment Operators and Tenders,0.76,3.0,3.38,3.12,3.0,3.38,2.75,2.38,1.0,2.62,3.38,2.75,1.5,2.0,2.5,2.88,3.75,2.0,3.88,2.0,3.88,2.12,1.62,3.0,3.38,2.38,2.62,2.5,2.75,3.12,2.75,2.75,1.75,3.0,3.0,3.0
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.88,2.88,3.0,2.88,2.88,3.12,2.88,2.38,2.0,2.62,3.0,2.75,1.88,2.0,2.75,2.62,3.12,2.12,3.12,1.75,3.75,2.5,1.75,3.12,3.0,2.88,2.5,2.38,2.75,2.88,2.62,2.0,1.88,3.0,2.88,2.88
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.97,2.75,3.0,2.88,3.0,2.88,2.88,2.12,1.12,2.88,3.0,2.5,1.62,1.88,2.38,2.38,3.12,2.0,3.88,1.25,3.88,2.5,1.25,3.12,3.0,2.75,1.88,2.38,2.75,3.0,2.88,2.62,1.25,3.0,2.88,2.88
51-9022,"Grinding and Polishing Workers, Hand",0.97,2.38,2.88,2.75,2.62,2.88,3.12,2.62,1.0,2.25,2.75,2.12,1.75,1.88,2.12,2.12,2.75,2.12,3.12,1.62,3.25,2.25,1.25,3.38,2.75,3.0,1.12,2.25,2.62,2.88,2.25,2.12,1.88,2.75,2.88,2.38
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",0.83,2.75,2.88,2.75,3.0,3.12,3.12,2.12,1.12,2.12,3.0,2.62,1.38,1.62,2.0,2.38,3.12,1.88,3.62,1.12,3.62,1.88,1.38,3.12,3.12,3.12,1.88,2.0,2.62,3.0,2.62,2.12,1.38,3.12,3.12,2.75
51-9031,"Cutters and Trimmers, Hand",0.64,2.12,2.88,2.5,2.25,2.62,1.12,1.12,1.0,2.12,2.75,2.0,1.25,1.5,2.25,2.0,2.75,2.0,2.25,1.25,2.25,2.12,1.0,2.25,2.75,1.0,1.0,2.25,2.75,2.88,2.0,2.0,1.0,2.88,2.0,2.12
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.86,2.62,2.88,2.88,3.0,3.0,3.0,2.62,1.5,2.12,2.75,2.12,1.62,1.88,2.25,2.62,3.25,2.0,3.62,1.62,3.75,2.0,1.88,3.5,3.12,2.75,1.5,2.0,2.75,2.62,2.62,2.25,1.75,2.75,3.0,2.38
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.93,2.62,3.0,2.88,2.75,3.0,2.62,2.38,1.88,2.25,2.88,2.12,1.62,1.75,2.12,2.12,3.38,1.75,3.75,2.0,3.75,2.0,1.25,3.0,3.0,2.75,1.75,2.0,2.88,3.12,2.25,2.12,1.75,2.75,3.0,2.75
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.37,2.38,3.12,2.38,2.5,3.12,2.12,1.5,1.0,2.12,2.38,2.12,1.25,1.38,2.12,2.25,3.12,2.12,3.12,1.5,3.88,2.12,1.25,3.0,3.12,1.75,1.88,2.12,2.25,3.12,2.0,2.0,1.38,2.38,2.12,2.62
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.98,2.38,3.12,2.88,2.88,3.25,1.75,2.0,1.0,2.0,3.12,2.0,1.75,1.88,2.12,2.62,3.0,2.12,2.88,2.0,3.0,2.25,1.5,3.75,3.12,1.62,1.62,2.38,2.88,3.12,2.12,2.12,1.62,3.0,2.25,3.25
51-9071,Jewelers and Precious Stone and Metal Workers,0.95,2.44,3.12,2.68,2.75,3.0,2.0,2.31,1.0,2.25,2.88,2.25,1.87,2.06,2.12,2.38,2.88,2.25,2.12,1.88,2.44,2.38,1.19,2.75,2.82,1.88,1.32,2.68,2.82,3.06,2.0,1.88,1.88,2.56,1.94,2.56
51-9081,Dental Laboratory Technicians,0.97,3.0,3.0,3.0,2.75,3.25,2.25,2.38,1.0,2.75,3.12,2.88,1.88,1.88,2.38,2.0,3.0,2.38,2.75,1.75,3.12,2.38,1.25,2.88,3.38,2.25,2.12,2.38,2.88,3.0,2.25,2.0,1.88,3.25,2.25,2.88
51-9082,Medical Appliance Technicians,0.45,3.0,3.88,3.38,3.0,3.75,3.0,2.75,1.5,3.0,3.25,2.88,1.88,2.12,2.62,2.75,3.25,2.75,2.75,2.38,3.5,2.88,1.38,3.75,3.62,3.0,1.88,3.12,3.5,3.62,2.88,2.5,2.38,3.0,3.62,3.0
51-9083,Ophthalmic Laboratory Technicians,0.97,2.75,2.88,2.62,2.62,3.0,2.25,2.62,1.0,2.25,3.0,2.5,1.75,1.75,2.5,2.12,3.0,2.12,3.25,1.62,3.12,2.25,1.75,3.12,3.0,2.62,1.75,2.75,2.62,2.88,2.25,2.12,1.75,3.12,2.38,2.75
51-9111,Packaging and Filling Machine Operators and Tenders,0.98,2.38,3.0,2.75,3.0,2.88,2.88,2.0,1.0,2.62,2.75,2.12,1.25,1.25,2.25,2.12,3.12,2.25,3.0,1.0,3.25,2.25,1.12,2.88,2.88,2.38,1.0,2.38,2.88,2.75,2.12,2.12,1.38,2.88,2.75,2.62
51-9123,"Painting, Coating, and Decorating Workers",0.92,2.12,2.88,2.12,2.88,2.75,1.5,1.62,1.0,2.12,2.5,2.0,1.5,1.62,2.12,1.88,2.88,2.0,1.5,1.62,2.12,2.0,1.0,2.12,2.75,1.38,1.0,2.38,2.88,2.75,2.0,2.0,1.5,2.62,2.0,2.25
51-9141,Semiconductor Processing Technicians,0.88,2.5,3.25,2.75,2.88,3.38,2.88,2.38,1.38,2.25,2.88,2.25,1.5,1.62,2.25,1.88,3.25,2.0,2.88,2.12,3.62,2.25,1.62,3.25,3.38,2.5,1.88,2.12,2.88,2.88,2.25,2.0,1.75,2.75,2.88,2.75
51-9151,Photographic Process Workers and Processing Machine Operators,0.99,2.88,3.38,3.12,2.75,3.12,2.75,2.75,1.38,2.75,3.0,2.5,2.0,2.12,2.25,2.0,3.12,2.88,3.12,1.5,3.5,2.88,2.38,3.38,3.25,2.38,1.62,3.25,2.88,3.25,2.75,2.5,2.0,3.0,2.88,2.75
51-9191,Adhesive Bonding Machine Operators and Tenders,0.95,2.62,3.12,2.75,3.0,2.88,2.88,2.12,1.12,2.25,2.62,2.25,1.75,1.75,1.88,2.5,3.12,1.88,3.88,1.75,3.75,2.0,1.62,3.12,3.0,3.0,1.5,2.25,2.88,3.12,2.75,2.12,1.25,3.0,3.0,2.75
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.81,2.12,2.88,2.5,2.75,2.88,2.25,1.88,1.0,2.12,2.62,2.25,1.25,1.38,2.25,2.0,2.88,2.0,3.25,1.38,3.12,2.0,1.12,2.5,2.75,1.75,1.5,2.12,2.75,2.88,2.0,2.0,1.0,2.88,2.25,2.25
51-9193,Cooling and Freezing Equipment Operators and Tenders,0.93,3.0,3.0,3.5,2.88,3.62,3.12,2.75,1.5,2.75,3.12,2.5,1.75,1.88,2.75,2.38,3.5,2.38,3.75,1.88,3.88,2.5,1.75,3.12,3.0,3.12,1.75,2.38,2.75,3.12,2.38,2.25,1.62,3.0,3.12,2.88
51-9194,Etchers and Engravers,0.98,2.38,3.0,2.62,2.5,3.0,2.62,2.25,1.0,2.25,2.88,2.25,1.88,1.88,2.12,2.0,3.12,2.0,3.0,1.88,3.12,2.12,1.62,3.0,3.12,2.12,1.12,2.25,2.75,3.0,2.0,2.0,2.12,2.75,2.62,2.25
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",0.9,2.41,2.97,2.66,2.59,2.9,2.03,2.16,1.06,2.09,2.69,2.18,1.68,2.0,2.25,2.25,2.97,2.03,3.0,1.84,3.0,2.09,1.25,2.85,2.88,1.94,1.41,2.22,2.69,2.82,2.12,2.06,1.68,2.66,2.22,2.47
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0.67,2.88,3.0,2.88,2.88,3.0,2.88,2.25,1.38,2.12,2.75,2.0,1.62,1.88,2.25,2.12,3.0,2.25,3.25,2.0,3.62,2.38,1.0,3.12,2.75,2.25,1.0,2.38,2.88,3.0,2.25,2.25,1.88,3.0,2.75,2.25
51-9197,Tire Builders,0.94,2.0,3.0,2.25,2.0,3.0,1.88,1.88,1.12,2.0,2.75,2.0,1.5,1.62,1.88,1.88,3.0,1.75,3.25,1.38,3.12,1.88,1.25,2.62,2.25,1.75,1.0,2.12,2.38,2.62,1.88,1.75,1.62,2.75,2.12,2.0
51-9198,Helpers--Production Workers,0.66,2.0,2.88,2.25,2.62,2.75,2.12,2.0,1.0,2.0,2.25,2.0,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.62,2.75,1.88,1.25,2.62,2.62,2.12,1.25,2.12,2.62,2.75,2.0,1.88,1.25,2.25,2.12,1.88
53-1041,Aircraft Cargo Handling Supervisors,0.07,3.0,3.62,3.12,3.5,3.75,2.0,1.88,1.12,3.12,3.38,3.5,1.75,2.12,3.75,3.0,3.62,2.5,2.75,1.75,2.75,2.75,1.62,2.62,3.25,2.0,1.5,2.88,3.25,3.62,3.0,2.75,1.75,3.62,2.38,3.12
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.42,2.94,3.56,3.19,3.68,3.5,1.25,1.5,1.0,3.0,3.25,3.0,2.18,2.25,3.68,2.38,3.44,2.81,2.18,1.62,2.56,3.0,1.32,2.32,3.31,1.25,1.32,2.88,3.12,3.75,2.75,2.88,1.62,3.5,1.88,3.12
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.03,3.12,4.0,3.5,4.0,3.62,2.25,1.62,1.0,3.12,3.62,3.12,1.75,2.5,4.0,2.75,3.5,3.12,2.25,2.5,2.5,3.0,1.25,2.38,3.62,2.25,1.25,3.0,3.62,3.88,2.88,2.88,1.38,4.0,2.25,3.38
53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.18,3.75,4.12,3.62,3.62,4.12,1.75,1.0,1.0,3.0,4.0,3.0,1.62,1.88,2.88,3.12,4.12,2.62,4.88,2.12,4.62,2.75,1.5,3.12,3.88,1.12,2.75,2.88,3.25,3.75,3.25,3.25,1.62,3.88,3.12,3.12
53-2012,Commercial Pilots,0.55,3.62,3.88,3.62,3.25,4.0,1.88,1.5,1.0,3.0,3.88,3.12,1.62,1.88,2.88,2.75,4.12,2.12,4.75,1.62,4.38,2.88,1.5,2.62,3.75,1.88,2.62,2.88,3.0,3.75,3.12,3.0,1.5,3.0,3.12,3.0
53-2021,Air Traffic Controllers,0.11,3.75,4.38,4.0,3.88,4.12,1.25,1.25,1.0,3.12,4.12,3.12,1.75,1.75,2.88,2.88,4.0,2.62,2.5,2.75,3.25,2.88,1.75,2.75,3.75,1.12,1.75,3.12,3.38,4.25,3.25,3.12,1.75,3.5,2.0,3.12
53-2022,Airfield Operations Specialists,0.71,3.25,4.0,3.38,3.75,3.75,1.0,1.25,1.0,3.25,3.25,3.0,1.62,2.0,2.88,2.12,4.0,2.88,2.75,2.5,3.0,2.75,1.38,2.25,3.75,1.0,1.62,3.0,3.12,3.75,3.12,3.12,1.75,3.12,1.62,3.38
53-2031,Flight Attendants,0.35,3.12,3.88,2.88,3.62,3.12,1.0,1.0,1.0,2.88,3.0,2.75,1.88,1.88,2.5,2.0,3.88,2.88,2.0,1.62,2.38,3.0,1.38,2.12,3.12,1.0,1.38,3.75,3.75,4.12,2.0,2.0,1.75,3.12,2.0,3.0
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.25,3.12,3.38,2.88,2.88,3.5,2.25,2.0,1.0,3.0,3.0,2.38,1.38,2.12,2.25,2.0,3.0,2.75,3.0,1.75,2.75,2.75,1.12,2.0,3.12,2.12,1.62,3.5,3.12,3.12,2.0,1.88,1.38,2.88,2.38,2.88
53-3031,Driver/Sales Workers,0.98,2.75,3.75,3.0,2.75,3.12,1.62,1.0,1.0,2.12,2.88,2.0,1.75,1.75,2.0,2.62,2.88,2.75,2.75,1.12,2.5,2.88,1.0,2.0,3.0,1.25,1.0,3.12,3.0,3.62,2.0,2.0,1.38,3.0,2.0,2.75
53-3032,Heavy and Tractor-Trailer Truck Drivers,0.79,2.5,2.88,2.62,2.75,3.0,2.88,2.12,1.75,1.88,2.88,2.0,1.75,1.88,1.88,2.0,3.12,2.0,3.75,1.75,3.75,1.88,1.0,2.62,3.0,2.88,1.0,2.5,2.75,3.0,2.12,2.0,1.38,3.0,3.0,2.75
53-3033,Light Truck Drivers,0.69,2.12,3.12,2.62,2.5,3.0,2.25,1.75,1.0,2.25,2.62,2.0,1.5,1.62,2.0,2.25,3.12,1.88,3.12,1.62,2.75,2.0,1.0,2.12,3.12,2.0,1.12,2.75,2.75,3.12,2.12,2.12,1.25,3.0,2.0,2.75
53-3051,"Bus Drivers, School",0.89,2.5,3.38,2.38,3.0,3.38,1.5,1.12,1.12,2.38,2.88,2.38,1.25,1.25,2.0,1.75,3.38,2.25,2.88,1.12,3.12,2.38,1.0,2.25,3.0,1.5,1.0,3.0,3.25,3.12,1.88,1.75,1.25,2.88,2.38,2.62
53-3052,"Bus Drivers, Transit and Intercity",0.67,2.62,3.12,2.38,2.62,3.12,1.88,1.38,1.0,2.0,2.75,2.12,1.75,1.75,2.12,2.0,3.0,2.12,3.88,1.0,3.62,2.5,1.0,2.12,2.75,1.62,1.0,3.12,3.0,3.0,1.88,1.88,1.75,3.12,2.0,2.5
53-4011,Locomotive Engineers,0.96,3.12,3.75,3.12,3.0,3.62,2.12,1.5,1.0,2.38,3.38,2.88,1.62,1.75,2.5,2.5,3.62,2.0,4.12,1.75,4.0,2.0,1.0,2.88,3.38,1.88,1.38,2.38,2.75,3.62,2.25,2.12,1.25,3.12,2.75,3.0
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.91,3.0,3.38,3.38,3.12,3.25,2.88,2.75,1.62,2.75,3.12,2.75,1.75,1.88,2.75,2.38,3.62,1.88,3.75,1.38,3.62,2.38,1.25,3.12,3.12,2.88,1.5,2.62,2.62,3.5,2.75,2.75,1.25,3.12,3.12,2.88
53-4031,Railroad Conductors and Yardmasters,0.83,3.0,3.5,3.25,3.75,3.62,1.12,1.0,1.0,2.88,3.5,2.75,1.75,1.88,3.0,2.25,3.75,2.5,3.25,1.88,3.38,3.0,1.5,3.0,3.12,1.0,1.5,2.88,2.88,3.75,3.0,3.0,1.38,3.5,2.25,3.0
53-4041,Subway and Streetcar Operators,0.86,3.0,3.62,3.0,3.0,3.0,2.25,2.0,1.0,2.38,3.12,2.62,2.0,2.0,2.12,2.38,3.25,2.62,3.88,1.75,3.88,2.75,1.0,2.5,3.12,2.12,1.0,3.12,3.0,3.38,2.0,2.0,1.0,3.0,2.62,2.75
53-5011,Sailors and Marine Oilers,0.83,2.88,3.12,3.0,3.0,3.12,2.88,2.75,1.0,2.62,3.0,2.5,1.88,2.0,2.75,2.5,3.25,2.5,3.62,1.25,3.88,2.75,1.0,3.0,2.88,3.12,1.88,2.88,2.88,3.0,2.12,2.12,1.88,3.0,3.12,2.75
53-5021,"Captains, Mates, and Pilots of Water Vessels",0.27,3.12,3.38,3.25,3.25,3.38,3.12,2.62,1.38,3.12,3.38,2.88,2.5,2.75,3.25,2.38,3.5,2.88,3.62,1.62,3.38,3.0,1.88,3.12,3.25,3.0,1.88,2.88,3.12,3.5,2.75,2.5,2.12,3.12,2.88,3.12
53-5022,Motorboat Operators,0.62,2.75,3.12,3.0,3.0,3.12,3.38,2.62,1.0,2.88,3.25,2.38,1.88,2.0,2.75,2.25,3.38,2.62,3.88,1.62,3.75,2.38,1.0,2.88,2.88,2.88,1.5,3.0,3.0,3.38,2.75,2.62,1.88,3.0,3.0,2.5
53-5031,Ship Engineers,0.04,3.25,3.62,3.38,3.0,3.88,3.75,3.0,2.5,2.75,3.25,2.75,1.75,2.0,2.88,2.38,3.62,2.0,3.88,1.75,3.88,2.0,1.62,3.12,3.12,3.75,1.88,2.75,2.88,3.5,3.25,2.75,1.5,3.0,3.75,3.0
53-6011,Bridge and Lock Tenders,0.97,2.38,3.0,2.88,3.0,3.0,1.75,1.5,1.0,2.75,3.0,2.5,1.0,1.12,2.25,2.0,3.25,2.5,3.0,1.12,3.0,2.62,1.12,2.5,2.88,1.62,1.12,2.88,2.62,3.0,1.75,2.0,1.12,2.88,2.38,2.88
53-6021,Parking Attendants,0.87,2.25,3.25,2.5,2.75,2.88,1.5,1.25,1.0,2.38,2.75,2.12,1.62,1.75,2.12,2.75,2.75,2.38,2.62,1.25,2.25,2.25,1.0,1.62,2.5,1.25,1.0,3.38,3.0,3.5,1.88,2.0,1.0,2.38,1.62,2.75
53-6031,Automotive and Watercraft Service Attendants,0.83,2.5,3.12,3.0,3.0,3.0,3.0,2.38,2.0,2.25,3.0,2.25,1.88,1.88,2.12,2.38,2.75,2.62,3.12,1.25,2.75,2.62,1.12,2.62,2.75,3.0,1.38,3.12,2.88,3.12,2.12,2.12,1.62,3.12,2.5,2.62
53-6041,Traffic Technicians,0.9,3.0,3.62,3.25,3.0,3.25,2.0,2.0,1.12,2.88,3.25,2.62,2.0,2.0,3.0,2.88,3.12,2.75,2.75,2.88,2.88,2.88,2.0,2.38,3.25,1.88,2.75,2.88,3.0,3.25,3.0,3.0,2.12,3.0,2.12,3.12
53-6051,Transportation Inspectors,0.9,2.87,3.5,3.04,2.92,3.54,2.21,1.96,1.04,2.58,3.08,2.5,1.58,1.75,2.5,2.29,3.21,2.5,2.75,1.83,3.25,2.54,1.33,3.33,3.5,2.17,2.21,2.67,2.96,3.5,2.54,2.63,1.66,3.17,2.92,3.29
53-6061,Passenger Attendants,0.75,2.62,3.75,2.62,3.0,2.88,1.0,1.0,1.0,2.5,2.62,1.62,1.38,1.38,2.12,2.12,3.25,2.88,2.38,1.38,2.5,3.0,1.38,2.25,3.0,1.0,1.0,3.88,3.75,3.75,1.88,2.0,1.38,2.5,2.0,2.5
53-7011,Conveyor Operators and Tenders,0.93,2.75,3.12,3.0,2.62,3.0,2.62,2.12,1.0,2.75,2.88,2.12,1.38,1.88,2.5,2.0,3.38,2.12,4.0,2.0,4.0,2.5,1.25,2.88,2.88,2.5,1.75,2.75,2.75,3.0,2.62,2.75,1.88,2.88,2.88,2.75
53-7021,Crane and Tower Operators,0.9,2.88,3.12,2.88,2.75,3.25,2.88,2.0,1.62,2.25,3.0,2.25,1.5,1.62,2.38,2.62,3.12,2.12,3.88,1.88,3.75,2.25,1.0,2.62,3.0,2.88,1.12,2.12,2.5,3.0,1.62,2.12,1.38,3.0,2.88,2.62
53-7031,Dredge Operators,0.92,2.5,2.88,2.75,3.0,3.0,2.5,2.75,1.0,2.38,3.0,2.38,1.75,1.88,2.62,2.0,2.88,2.25,3.75,1.75,3.5,2.25,1.0,2.5,2.5,2.5,1.25,2.12,2.75,2.88,2.12,2.12,1.75,2.75,2.88,2.12
53-7041,Hoist and Winch Operators,0.65,2.88,3.38,3.25,3.0,3.75,2.75,2.75,1.12,3.0,3.25,2.5,1.75,1.75,3.0,2.62,3.62,2.62,3.38,1.75,3.62,2.75,1.0,2.75,2.75,2.88,1.25,2.75,3.12,3.12,2.12,2.12,1.0,3.5,2.75,2.25
53-7051,Industrial Truck and Tractor Operators,0.93,2.12,2.88,2.25,3.0,2.75,3.0,2.0,1.0,2.0,2.75,2.12,1.62,1.88,1.88,2.12,2.75,2.0,3.88,1.62,3.25,2.0,1.25,2.0,2.88,2.25,1.25,2.12,2.62,2.75,2.0,2.12,1.62,3.0,3.0,2.5
53-7061,Cleaners of Vehicles and Equipment,0.37,2.0,2.5,2.12,2.25,2.25,2.25,2.25,1.38,2.0,2.25,1.88,1.25,1.88,2.0,1.62,2.75,2.0,3.0,1.25,2.88,1.88,1.12,3.0,2.25,2.25,1.25,2.38,2.12,2.62,2.25,1.75,1.25,2.75,2.25,1.88
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.85,2.25,3.0,2.19,2.81,2.62,2.13,2.0,1.0,2.18,2.5,2.06,1.38,1.82,2.18,1.94,2.94,1.94,2.94,1.18,2.87,2.0,1.0,2.38,2.68,2.06,1.06,2.25,2.5,2.75,1.94,1.94,1.38,2.62,2.25,2.32
53-7063,Machine Feeders and Offbearers,0.93,2.0,2.75,2.0,2.5,2.5,1.88,1.62,1.0,2.0,2.5,2.0,1.75,1.88,1.88,2.12,3.0,1.88,2.62,1.25,3.38,2.0,1.0,2.75,2.75,1.75,1.25,2.0,2.5,2.75,1.62,2.0,1.0,2.5,2.75,2.38
53-7064,"Packers and Packagers, Hand",0.38,2.12,2.75,2.0,2.62,2.75,1.38,1.62,1.0,1.88,2.25,2.0,1.25,1.5,1.75,2.0,3.0,1.62,2.0,1.12,2.12,1.62,1.38,2.25,2.62,1.25,1.0,2.12,2.12,2.62,1.88,1.88,1.12,2.25,1.75,2.0
53-7065,Stockers and Order Fillers,0.64,2.38,3.25,2.25,2.75,2.75,1.25,1.25,1.12,2.25,2.62,2.25,1.62,1.88,2.38,2.0,2.88,2.12,2.25,1.38,2.25,2.25,1.62,2.25,3.0,1.12,1.12,2.88,2.88,2.88,2.38,2.25,1.62,2.62,1.88,2.5
53-7071,Gas Compressor and Gas Pumping Station Operators,0.91,2.88,3.12,3.0,3.0,3.62,3.12,2.12,1.0,2.5,3.0,2.25,1.62,2.0,2.25,2.25,3.12,2.25,3.88,1.0,4.0,2.25,1.38,3.0,3.12,3.0,1.88,2.25,2.75,3.0,2.62,2.0,1.88,3.0,3.12,3.0
53-7072,"Pump Operators, Except Wellhead Pumpers",0.9,2.88,3.12,2.88,2.88,3.12,2.88,2.25,1.12,2.88,3.0,2.12,2.0,2.25,2.62,2.38,3.5,2.25,3.5,1.88,3.88,2.38,1.75,2.88,3.12,2.75,2.0,2.38,2.75,3.12,2.38,2.12,1.88,3.0,3.0,2.88
53-7073,Wellhead Pumpers,0.84,2.38,2.88,3.0,2.25,3.12,3.12,2.25,1.25,2.12,3.12,1.88,1.38,1.75,2.12,2.25,3.12,2.0,3.88,1.38,4.0,2.0,1.25,2.38,2.75,3.12,1.12,1.88,2.5,3.0,2.0,2.0,1.5,2.75,3.12,2.62
53-7081,Refuse and Recyclable Material Collectors,0.93,2.25,2.88,2.38,2.62,2.75,2.75,1.75,1.0,1.88,2.38,1.38,1.0,1.0,2.0,1.0,2.5,2.0,3.0,1.12,3.0,2.0,1.0,2.25,2.62,2.5,1.0,2.38,2.5,2.88,1.38,1.38,1.0,2.5,2.5,2.5
53-7121,"Tank Car, Truck, and Ship Loaders",0.72,2.75,3.0,3.0,2.88,3.0,2.62,2.38,1.0,2.5,2.88,2.5,2.0,2.0,2.88,2.5,3.0,2.25,3.75,1.0,3.75,2.0,1.38,2.88,3.25,2.5,1.5,2.25,2.62,3.0,2.5,2.12,1.75,3.12,2.62,3.0
